Nome,Código QR / Valor do Código de Barras,Quantidade,O Aviso Crítico de Nível de Quantidade Está Ativado?,Nível de Quantidade Crítica,Descrição,Campo Adicional,É Favorito?,Contagem de Uso,Criar Data,Data de Actualização,Grupos Relacionados,Tags Relacionadas
POLTRONA GIRATORIA PRESIDENTE TELADA PRETA - 2-2,1290004575,1,Falso,0,POLTRONA GIRATORIA PRESIDENTE -  COM APOIO DE CABECA -  ENCOSTO COM ESTRUTURA EM RESINA DE ENGENHARIA TERMOPLASTICA INJETADA -  ESTRUTURA PROVIDA DE SUPERFICIE DE TECIDO TIPO TELA -  SE UTILIZACAO DE ESPUMA OU SIMILARES E SISTEMA DE ARTICULACAO QUE ACOMPANHA MOVIMENTO LATERAL-DIAGONAL DO USUARIO -  APOIO DE CABECA EM POLIURETANO INEGRAL-SKIN DE ALTA RESISTENCIA -  ASSENTO: INTERNO EM RESINA DE ENGENHARIA TERMOPLASTICA INJETADA C- ALTA RESISTENCIA MEC?NICA CONFORMADO ANATOMICAMENTE -  ESPUMA EM POLIURETANO FLEXIVEL -  ISENTO DE CFC -  ALTA RESILIENCIA -  ALTA RESISTENCIA A PROPAGACAO DE RASGO -  BAIXA DEFORMACAO -  REVESTIMENTO EM COURO ECOLOGICO NA COR PRETA -  COM REGULAGEM DE ALTURA DO ASSENTO. APOIA-BRACOS COM AJUSTE DE ALTURA EM 07 (SETE) POSICOES -  PARTE SUPERIOR EM POLIURETANO INTEGRAL SKIN -  BASE COM 05 (CINCO) HASTES EM LIGA DE ALUMINIO -  CONFORMIDADE ERGONOMICA DE ACORDO COM A NR -17 DO MINISTERIO DO TABALHO E A CERTIFICACAO NBR 13962 -  ABNT -  MARCA: OMP DO BRASIL.,[Cod2Aud:0000],Falso,2,18.08.2023 19:05,18.08.2023 19:05,,
FILMADORA CANON VIXIA HF R800,1290005018,1,Falso,0,FILMADORA CANON VIXIA HF R800 TELA LCD DE 3.0'' ZOOM X57 COM ENTRADA DE MICROFONE COR PRETA CANON VIXIA HF R800,,Falso,0,18.08.2023 19:06,18.08.2023 19:06,[1 andar],[Informatica]
POLTRONA FIXA GIROFLEX PRETA 62-81,1290002889,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
ARRANJO ORQUIDEA PINK -3-10,1290004778,1,Falso,0,ARRANJO DE ORQUIDEA EM SILICONE COR PINK,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[7 andar],[Administracao]
FRAGMENTADORA TILIBRA - 5-6,1290004572,1,Falso,0,FRAGMENTADORA DE PAPEL -  CORTE EM PARTICULAS DE 4 - 8 X 38 - 1 MM -  100 FOLHAS COM CAPACIDADE DE CESTO DE 26 LITROS -  MODELO SWINGLINE -  MARCA TILIBRA.,[Cod2Aud:2700],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Paula]
NO BREAK BMI POWER LINE II ANO 2017 (1-7),1290004548,1,Falso,0,NOBREAK 1400VA -  BIVOLT -  MARCA BMI -  MODELO POWER LINE II -  SAIDA 115V. TECNOLOGIA DSP -  TRUE RMS -  CONEXAO USB.,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
TELEFONE SEM FIO PANASONIC OKX-TG6411 - 2-2,1290002825,1,Falso,0,APARELHO TELEFONICO -  SEM FIO -  IDENTIFICADOR DE CHAMADA -  DISPLAY GRANDE E ILUMINADO -  VIVA VOZ -  SINAL DE ALERTA -  MODELO: OKX-TG6411 -  MARCA: PANASONIC,[Cod2Aud:3140],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
GAVETEIRO GAVETA ACO - 1,1290004950,1,Falso,0,GAVETEIRO VOLANTE COM 02 GAVETAS DE ACO,[Cod2Aud:3395],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[Mezanino],[Eduardo]
POLTRONA FIXA GIROFLEX PRETA 20-81,1290002847,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MESA TAMPO DELTA FORMATO L COR MAPPLE TECNOFLEX - 2-2,1290004076,1,Falso,0,MESA TAMPO DELTA -  UNICO FORMATO EM L -  25 MM DE ESPESSURA EM LAMINICO -  COR MAPPLE -  BAIXA PRESSAO (BP) COM CALHA  PARA FIACAO -  MED. 1400X1200X600X730MM -  MARCA TECNOFLEX.,[Cod2Aud:2584],Falso,2,18.08.2023 19:06,27.08.2025 16:32,[7 andar],[Biblioteca]
POLTRONA FIXA GIROFLEX PRETA 12-81,1290002839,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
SUPORTE MONITOR STALO - 11-22,1290004691,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],
ANTERNAS PLASMATIC 4MDTV - 1-2,1290003508,1,Falso,0,ANTERNAS INTERNAS AMPLIFICADAS PLASMATIC -  MODELO: 4MDTV.,[Cod2Aud:3381],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Juiz Substituto]
RELOGIO PAREDE HERWEG - 4-5,1290003988,1,Falso,0,RELOGIO DE PAREDE NATURAL EM VIDRO -  MARCA: QUARTZ -  MODELO: HERWEG.,[Cod2Aud:2578],Falso,2,18.08.2023 19:05,27.08.2025 18:49,[7 andar],[Administracao]
APARADOR  CARVALHO AMETISTA E MALVA E SAPATA CROMADA,1290004266,1,Falso,0,APARADOR -  MEDINDO: 1400 X 500 X 740MM -  CONFECCIONADO EM MDF E REVESTIDO EM LAMINADO MELAMINICO BP NAS CORES CARVALHO AMETISTA E CARVALHO MALVA E SAPATA CROMADA.,[Cod2Aud:2636],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Paula]
MESA DELTA TAMPO UNICO 16 -16,1290003023,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:3311],Falso,3,18.08.2023 19:06,28.08.2025 18:31,[6 andar],[Cartorio]
POLTRONA FIXA GIROFLEX PRETA 29-81,1290002856,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  EM TUBO DE ACO -  BASE PREPARADA PRA SER FIXADA NO PISO -  PANEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
GAVETEIRO 2 GAVETAS 1 PASTA SUSPENSA ARTLINE 6/21,1290003053,1,Falso,0,GAVETEIRO MESA COM RODIZIOS COM 2 GAVETAS E 1 GAVETA DE PASTA SUSPENSA -  EM LAMINADO MELAMINICO BAIXA PRESSAO -  PARTE INTERNA DAS GAVETAS EM ACO -  MEDINDO: 420X600X740MM -  COR MADEIRA -  MARCA: ARTLINE.,[Cod2Aud:3289],Falso,1,18.08.2023 19:06,28.08.2025 18:26,[6 andar],[Cartorio]
GAVETEIRO VOLANTE 02 GAVETAS 01 GAVETA PASTA SUSPENSA (GV04) - 2-2,1290003721,1,Falso,0,GAVETEIRO VOLANTE EM MDP COM LAMINADO BP NA COR PRETA COM 02 GAVETAS MAIS 01 GAVETA PARA PASTA SUSPENSA (GV04).,[Cod2Aud:3126],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Principal]
SOFA 01 LUGAR TUBO CROMADO - 4-4,1290004806,1,Falso,0,SOFA DE 01 LUGAR COM ALMOFADAS REMOVIVEIS E BRACOS FECHADOS -  DIMENSOES: 940 X 720 X 680MM (CXPXA) -  ESTRUTURA EM TUBO REDONDO CROMADO E A PARTE INFERIOR DO ASSENTO COM ACABAMENTO CROMADO EM ACO NAS BORDAS -  REVESTIMENTO INTEGRAL EM COURO ECOLOGICO SIMILICOURO,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,27.08.2025 16:25,[7 andar],[Gabinete dos Ministros]
SUPORTE RACK TV,1290004427,1,Falso,0,SUPORTE-RACK AIRONPRO AUDIENCE DE TV -  MONIOR LCD -  PLASMA DE 37 A 52 -  DE CHAO -  MATERIAL: ACO -  COR: PRETO -  MARCA: AIRONFLEX.,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,28.08.2025 16:48,[6 andar],[Hall 6 andar]
MICROFONE TSI MMF 303 -5-10,1290003408,1,Falso,0,MICROFONE TSI MMF 303,[Cod2Aud:3171],Falso,1,18.08.2023 19:06,10.12.2024 16:00,[2 andar],[Sala Conselho Principal]
DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T (14 -14),1290005235,1,Falso,0,DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T WINDOWS 10 PRO SINGLE LANGUAGE 8 GB 1 DE 8 GB DDR4 MEMORIA SEM ECC BCC SSD DE 256GB PCIE NVME M.2 CLASSE 35 COM MOUSE OPTICO DELL MS 116 TECLADO ALFANUMERICO DE 107 TECLAS PADRAO PTBR E ADAPTADOR DISPLAY PORT PARA DVI,,Falso,1,18.08.2023 19:06,04.09.2025 18:16,[6 andar],[Cartorio]
ARRANJO SUCULENTA,1290004786,1,Falso,0,ARRANJO DE SUCULENTAS ARTIFICIAIS,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Expedicao]
MESA CANTO PERFECTA TAMPO VIDRO,1290003751,1,Falso,0,MESA DE CANTO MODELO PERFECTA COM TAMPO SUPERIOR EM VIDRO E TAMPO INFERIOR EM MDP COM ESTRUTURA CROMADA.,[Cod2Aud:3339],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Hall 6 andar]
POLTRONA FIXA GIROFLEX PRETA 2-81,1290002829,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  EM TUBO DE ACO -  BASE PREPARADA PRA SER FIXADA NO PISO -  PANEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
PROLONGAMENTO CIRCULAR - 1-2,1290003672,1,Falso,0,PROLONGAMENTO CIRCULAR LAT. 90 -  ESPECIAL-SPE 45644 -  EXTENSAO DA MESA PRINCIPAL -  DESTINADA A AMPLIACAO DA SUPERFICIE DE TRABALHO E REALIZACAO DE PEQUENAS REUNIOES -  A GOTA COM 1200MM DE DIAMETRO E ACOPLADA ? MESA PRINCIPAL SEM QUALQUER DESNIVEL ENTRE ELAS. SISTEMA CONSTRUTIVO IGUAL A MESA PRINCIPAL -  MODELO: 5.733.,[Cod2Aud:3349],Falso,1,18.08.2023 19:05,28.08.2025 17:53,[6 andar],[Juiz Titular]
DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T (4 -14),1290005120,1,Falso,0,DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T WINDOWS 10 PRO SINGLE LANGUAGE 8 GB 1 DE 8 GB DDR4 MEMORIA SEM ECC BCC SSD DE 256GB PCIE NVME M.2 CLASSE 35 COM MOUSE OPTICO DELL MS 116 TECLADO ALFANUMERICO DE 107 TECLAS PADRAO PTBR E ADAPTADOR DISPLAY PORT PARA DVI,,Falso,1,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Claudia]
POLTRONA FIXA GIROFLEX PRETA 78-81,1290002905,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
FRAGMENTADORA TILIBRA - 2-6,1290004569,1,Falso,0,FRAGMENTADORA DE PAPEL -  CORTE EM PARTICULAS DE 4 - 8 X 38 - 1 MM -  100 FOLHAS COM CAPACIDADE DE CESTO DE 26 LITROS -  MODELO SWINGLINE -  MARCA TILIBRA.,[Cod2Aud:2687],Falso,2,18.08.2023 19:06,28.08.2025 18:12,[6 andar],[Juiz Substituto]
ARRANJO ORQUIDEA PINK -1-10,1290004776,1,Falso,0,ARRANJO DE ORQUIDEA EM SILICONE COR PINK,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[7 andar],[Administracao]
Constituição Federal Comentada - 1ª Edição 2018 - Editora Forense 1/2,1290005462,0,Falso,0,Constituição Federal Comentada - 1ª Edição 2018 - Editora Forense. Processo SEI 000447/23-02.002,,Falso,0,09.12.2024 16:22,09.12.2024 16:22,,
MESA DE REUNIAO REDONDA FORTLINE - 2-3,1290004801,1,Falso,0,MESA DE REUNIAO REDONDA -  MARCA FORTLINE -  DIMENSOES: 1250 X 1250 X 740 MM(LXPXH) -  TAMPO REDONDO EM MDP C-25MM ESPESSURA -  ESTRUTURA INTEIRICA COM 04 PATAS FORMADA  POR TUBOS E CHAPAS METALICAS,[Cod2Aud:0000],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[7 andar],[Sala de Reuniao]
TAPETE TURCO ORIENTAL 140X200,1290002030,1,Falso,0,TAPETE TURCO ORIENTAL 140X200,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Juiz Titular]
POLTRONA FIXA GIROFLEX PRETA 28-81,1290002855,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  EM TUBO DE ACO -  BASE PREPARADA PRA SER FIXADA NO PISO -  PANEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
GAVETEIRO 2 GAVETAS 1 PASTA SUSPENSA ARTLINE 19/21,1290003304,1,Falso,0,GAVETEIRO MESA (COM RODIZIOS) -  02 GAVETAS E 01 GAVETA DE PASTAS SUSPENSA -  EM LAMINADO MELAMINICO BAIXA PRESSAO (PB) -  PARTE INTERNA DAS GAVETAS EM ACO -  MEDINDO: L 420MM -  P 600MM -  H 740MM -  MARCA: ARTINE.,[Cod2Aud:3010],Falso,1,18.08.2023 19:06,18.08.2023 19:06,,
CADEIRA GIRATORIA ENERGY COURO ECO - 12-14,1290003713,1,Falso,0,CADEIRA GIRATORIA -  ESPALDAR ALTO MODELO ENERGY EM COURO ECOLOGICO PRETO COM BRACO REGULAVEL (ENERGY ALTO 404I).,[Cod2Aud:3135],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Video]
ARMARIO BAIXO 2 PORTAS CADERODE 2-2,1290004240,1,Falso,0,ARMARIO BAIXO COM 2 PORTAS DE ABRIR -  MEDINDO 900X500X740MM -  TAMPO EM MDP DE 25MM DE ESPESSURA -  COSTAS -  BASES E LATERAIS EM MDP DE 18MM DE ESPESSURA -  1 PRATELEIRA REGULAVEL EM MDP DE 25MM DE ESPESSURA -  PORTAS DE GIRO CONFECCIONADA EM MDP DE 18MM DE ESPESSURA -  FECHADURA COM 2 CHAVES ESCAMOTEAVEIS -  PUXADORES EM ALUMINIO DE 128MM -  COR CARVALHO AMETISTA-MALVA -  MARCA CADERODE.,[Cod2Aud:2682],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Paula]
CPM - CPPM - CF - RICARDO VERGUEIRO - 7-10,1290004375,1,Falso,0,CODIGO PENAL MILITAR -  CODIGO DE PROCESSO PENAL MILITAR -  CONSTITUICAO FEDERAL -  2015 -  13? EDICAO.,[Cod2Aud:2664],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[Mezanino],[Deposito]
ARRANJO ORQUIDEA PINK - 7 -10,1290004782,1,Falso,0,ARRANJO DE ORQUIDEA EM SILICONE COR PINK,[Cod2Aud:0000],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[7 andar],[Administracao]
TELEFONE AVAYA - 14-21,1290003864,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:3383],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
ARMARIO FECHADO - 4-8,1290003454,1,Falso,0,ARMARIO FECHADO -  TAMPO EM AGLOMERADO EM LAMINADO MELAMINICO COM 02 PRATELEIRAS INTERNAS -  FECHADURA COM DISPOSITIVO CREMONA ZAMAK -  MEDINDO: 800X490X2140MM,[Cod2Aud:3228],Falso,1,18.08.2023 19:07,04.09.2025 19:16,[6 andar],[Cartorio]
SSD Lexar NM620 256GB M.2 6/19,1010053057,0,Falso,0,Acoplado no MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 1 -17,[Acoplamento: | Acoplamento:1290004606],Falso,0,26.08.2025 16:36,26.08.2025 16:36,,
MONITOR DE 20� DATEN-22MP55PJ - LG (OEM) (4-5),1290005245,1,Falso,0,MONITOR DE 20 POLEGADAS MARCA-MODELO: DATEN-22MP55PJ FABRICANTE: LG (OEM) GARANTIA DE 36 MESES ON-SITE.,,Falso,2,18.08.2023 19:06,22.08.2023 17:51,[6 andar],[Juiz Titular]
SUPORTE MONITOR STALO - 3-22,1290004683,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Bruno]
ARMARIO FECHADO - 2-8,1290003436,1,Falso,0,ARMARIO FECHADO -  TAMPO EM AGLOMERADO EM LAMINADO MELAMINICO COM UMA PRATELEIRA  INTERNA -  MEDINDO: 800X490X740MM,[Cod2Aud:3234],Falso,1,18.08.2023 19:07,04.09.2025 19:17,[6 andar],[Expedicao]
SSD A400 120GB 2019 KINGSTON SA400S37 (3-4),1290005090,1,Falso,0,SSD A400 120GB KINGSTON SA400S37. Acoplado ao MICROCOMPUTADOR HP ELITEDESK 800 G1 SFF - 1-3,[Acoplamento:1290004416],Falso,1,18.08.2023 19:05,26.08.2025 17:17,,
POLTRONA FIXA GIROFLEX PRETA 37-81,1290002864,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 2 PES PARA MONTAGEM DO LADO ESQUERDO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  COM ACABAMENTO EM MELAMINA ALTA PRESSAO -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
SUPORTE MONITOR STALO - 17-22,1290004697,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],
POLTRONA FIXA GIROFLEX PRETA 25-81,1290002852,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  EM TUBO DE ACO -  BASE PREPARADA PRA SER FIXADA NO PISO -  PANEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
POLTRONA FIXA GIROFLEX PRETA 31-81,1290002858,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  EM TUBO DE ACO -  BASE PREPARADA PRA SER FIXADA NO PISO -  PANEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MICROFONE TSI MMF 303 - 7 -10,1290004727,1,Falso,0,MICROFONE DE MESA GOOSENECK -  COM FIO -  HASTE FLEXIVEL DE 63CM -  MARCA TSI -  MODELO MMF-303 -  RESPOSTA DE FREQUENCIA: 50HZ A 16KHZ,[Cod2Aud:0000],Falso,1,18.08.2023 19:06,11.09.2025 16:20,[6 andar],[Johnson]
DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T (6 -14),1290005227,1,Falso,0,DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T WINDOWS 10 PRO SINGLE LANGUAGE 8 GB 1 DE 8 GB DDR4 MEMORIA SEM ECC BCC SSD DE 256GB PCIE NVME M.2 CLASSE 35 COM MOUSE OPTICO DELL MS 116 TECLADO ALFANUMERICO DE 107 TECLAS PADRAO PTBR E ADAPTADOR DISPLAY PORT PARA DVI,,Falso,2,18.08.2023 19:06,04.09.2025 18:17,[6 andar],[Cartorio]
TELEFONE SEM FIO PANASONIC OKX-TG6411 - 1-2,1290002824,1,Falso,0,APARELHO TELEFONICO -  SEM FIO -  IDENTIFICADOR DE CHAMADA -  DISPLAY GRANDE E ILUMINADO -  VIVA VOZ -  SINAL DE ALERTA -  MODELO: OKX-TG6411 -  MARCA: PANASONIC,[Cod2Aud:3141],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MONITOR 20 POL LG FLATRON E2011 - 14-14,1290004040,1,Falso,0,MONITOR GN -  LED -  20 PT -  WIDE LG. - MONITOR 20 POL LG FLATRON E2011,[Cod2Aud:2571],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[Mezanino],[Eduardo]
DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T (12 -14),1290005233,1,Falso,0,DESKTOP DELL OPTIPLEX 7070 INTEL CORE I5 -10500T WINDOWS 10 PRO SINGLE LANGUAGE 8 GB 1 DE 8 GB DDR4 MEMORIA SEM ECC BCC SSD DE 256GB PCIE NVME M.2 CLASSE 35 COM MOUSE OPTICO DELL MS 116 TECLADO ALFANUMERICO DE 107 TECLAS PADRAO PTBR E ADAPTADOR DISPLAY PORT PARA DVI,,Falso,1,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Malu]
TELEFONE AVAYA - 5-21,1290003855,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:3268],Falso,1,18.08.2023 19:05,04.09.2025 18:21,[6 andar],[Cartorio]
MONITOR 20 POL LG FLATRON E2011 - 3-14,1290004157,1,Falso,0,MONITOR LED DE 20' -  COR PRETA -  TELA EM FORMATO WIDESCREEN -  PADRAO 16:9 COM BASE PARA COLOCACAO SOBRE UMA MESA -  REGULAGEM DE ALTURA E PERMISSAO PARA GIRO DE 90 GRAUS -  ALIMENTACAO INTERNA 110-220V -  CONEXOES D-SUB E DVI-D -  PADRAO PLUG E PLAY.,[Cod2Aud:2622],Falso,1,18.08.2023 19:06,18.08.2023 19:06,[Mezanino],[Deposito]
