Nome,Código QR / Valor do Código de Barras,Quantidade,O Aviso Crítico de Nível de Quantidade Está Ativado?,Nível de Quantidade Crítica,Descrição,Campo Adicional,É Favorito?,Contagem de Uso,Criar Data,Data de Actualização,Grupos Relacionados,Tags Relacionadas
MONITOR LG E2041SX - 3-10,1290003945,1,Falso,0,MONITOR DE VIDEO LCD ILUMINADO POR LED -  COLORIDO -  TELA COM 20 POLEGADAS -  CONTRASTE: 5.000.000:1 DFC -  TEMPO DE RESPOSTA: 5MS -  BRILHO: 250 CD-M? -  RESOLUCAO: 1600 x 900 -  PIXEL PITCH: 0.2766MM x 0.2766MM -  ANGULO DE VISAO: H:170? - V:160? -  FREQUENCIA HORIZONTAL: 30~83 KHZ -  FREQUENCIA VERTICAL: 56~75 HZ -  TENSAO: AC 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: E2041SX -  MARCA: LG. (GARANTIA: 36 (TRINTA E SEIS) MESES ON SITE A CONTAR DE 02-01-2013).,[Cod2Aud:3256],Falso,1,18.08.2023 19:05,22.08.2023 17:40,[2 andar],[Plenario Principal]
NO BREAK BMI POWER LINE II ANO 2017 (4-7),1290004551,1,Falso,0,NOBREAK 1400VA -  BIVOLT -  MARCA BMI -  MODELO POWER LINE II -  SAIDA 115V. TECNOLOGIA DSP -  TRUE RMS -  CONEXAO USB.,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[1 andar],[Informatica]
TELEFONE AVAYA - 16-21,1290003867,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:3398],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[7 andar],[DPU]
POLTRONA FIXA GIROFLEX PRETA 34-81,1290002861,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO -  REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM DO LADO DIREITO DA FILEIRA -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  EM TUBO DE ACO -  BASE PREPARADA PRA SER FIXADA NO PISO -  PANEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO -  ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
POLTRONA GIRATORIA PRETA 35S66HT401 - 3-6,1290003662,1,Falso,0,POLTRONA GIRATORIA COM BRACOS -  ASSENTO E ENCOSTO MEDIO -  MODELO STANDART -  CONCHA UNICA EM RESINA DE POLIESTER E FIBRA DE VIDRO -  ALMOFADAS EM ESPUMA INJETADA REVESTIDA EM SIMILICOURO PRETO -  BASE EM ACO COM 5 PATAS -  REGULAGEM DE ALTURA -  MECANISMO DE RECLINACAO DA CONCHA COM TRAVA E COM REGULAGEM DA TENSAO DA MOLA DE TORSAO -  APOIA BRACOS EM ESPUMA COM ESTRUTURA INTERNA EM ACO -  MODELO: 35S66HT401.,[Cod2Aud:3368],Falso,5,18.08.2023 19:05,28.08.2025 17:59,[6 andar],[Juiz Substituto]
POLTRONA FIXA GIROFLEX PRETA 39-81,1290002866,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
POLTRONA GIRATORIA MARROM COM RELAX - 7-20,1290004480,1,Falso,0,POLTRONA GIRATORIA COM RELAX TRAVA APOIA BRACOS E ENCOSTO REGULAVEIS E ESPALDAR DIRETOR -  EM COURO ECOLOGICO MARROM -  MODELO CAVALETTI START. BASE GIRATORIA DESMONTAVEL COM ARANHA DE 5 HASTES,[Cod2Aud:1459],Falso,1,18.08.2023 19:05,04.09.2025 19:26,[6 andar],[Expedicao]
TELEFONE VIDEOFONE POLYCOM - 1-2,1290003884,1,Falso,0,APARELHO DE VIDEOFONE -  SENDO: TERMINAL TELEFONICO IP MULTIMIDIA -  TELEFONE IP EMPRESARIAL COM VIDEO POLYCOM VVX1500 D DUAL STACK (SIP$H.323) -  COMPOSTO DE: TECLADO NUMERICO PADRAO ITU -  MONOFONE -  ALTO-FALANTE E MICROFONE PARA FUNCAO VIVA-VOZ -  CAMERA DA ALTA RESOLUCAO COM CONTROLE DE FOCO -  MANUAL OU AUTOMATICO -  DISPLAY COLORIDO -  CONECTOR PARA FONE EXTERNO -  SUPORTAR ALIMENTACAO LOCAL ATRAVES DE FONTE DE ALIMENTACAO E-OU UTILIZAR ALIMENTACAO SOBRE ETHERNET STANDARD 802.3AF -  ACOMPANHA FONTE 110-220V COM COMUTACAO AUTOMATICA -  DISPLAY EM LCD COM NO MINIMO 6 E RESOLUCAO DE 320X240 PIXELS -  LUZ DE FUNDO E MULTIPLAS PAGINAS DE FACILIDADES -  EXIBICAO DE MENU -  ANUNCIOS -  ALERTAS E OUTRAS MENSAGENS DO TELEFONE EM PORTUGUES E INGLES -  VISUALIZACAO PIP -  PADROES DE VIDEO: H.261 -  H.263 -  H.263+ E H.264 EM RESOLUCAO CIF -  OPERA 30 QUADROS-SEGUNDO APARTIR DE 256Kbps -  SUPORTE AOS CODECS G.711 -  G.722 -  G.722.1 E PROTOCOLOS PADRONIZADOS DE BANDA LARGA PARA 14KHZ -  CONVERSAO DOS MODOS VIVA-VOZ -  MONOFONE E FONE DE OUVIDO -  PROVER AS SEGUINTES FUNCOES DE TELEFONIA: CONFERENCIA ENTRE 3 PARTES -  ESTACIONAMENTO DE CHAMADAS -  TRANSFERENCIA DE CHAMADAS -  FUNCAO NAO PERTUBE -  TECLA PARA REDISCAGEM -  PROTOCOLOS FTP -  TFTP -  HTTP E-OU HTTPS PARA PROVISIONAMENTO REMOTO -  REGISTRO DE PELO MENOS 4 LINHAS JUNTO A 1 SERVIDOR SIP -  SWITCH INTERNO COM 2 INTERFACES ETHERNET 10 -100BASET AUTOSENSING E CONTROLE DE FLUXO PADRAO 802.3 -  MODELO: VVX1500 DUAL STACK -  MARCA:POLYCOM. (GARANTIA DE 2 (DOIS) ANOS A CONTAR DE 10-01-2011),[Cod2Aud:3343],Falso,1,18.08.2023 19:05,28.08.2025 17:34,[6 andar],[Juiz Titular]
IMPRESSORA MULTIFUNCIONAL PRETA HP INK TANK 416 (1-2),1290005455,1,Falso,0,IMPRESSORA MULTIFUNCIONAL COR:  PRETA TECNOLOGIA DE IMPRESSAO: JATO DE TINTA TERMICO FUNCOES: IMPRESSAO COPIA E DIGITALIZACAO HP INK TANK 416,,Falso,1,18.08.2023 19:06,18.08.2023 19:06,[Mezanino],[Almoxarifado]
MONITOR HP 22MP55Y-B - 6 -17,1290004628,1,Falso,0,MONITOR DE VIDEO LCD FULL HD -  TELA DE 21 - 5 POLEGADAS -  DIAGONAL: 54 - 6CM -  ASPECTO DA TELA: 16:9 -  TEMPO DE RESPOSTAS: 8 MS -  RESOLUCAO: 1920 x 1080 (FULL HD) -  BRILHO: 250 CD-M? -  CONTRASTES: 1.000:1 (ESTATICO) E 5.000.000:1 (DIN?MICO) -  ?NGULOS DE VISAO (HxV): 178?x178? -  NUMERO DE CORES: 16 - 7 MILHOES -  CONECTORES: 1 (UM) DVI-D -  1 (UM) DISPLAY PORT -  1 (UM) AC -  1 (UM) VGA (D-SUB) -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 1.0A -  MODELO: 22MP55Y-B (V225hz) -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
COMENTARIOS AO CPP 2017 EUGENIO PACELLI,1290004456,1,Falso,0,COMENTARIOS AO CODIGO DE PROCESSO PENAL E SUA JURISPRUDENCIA -  ANO2017 -  9A EDICAO -  AUTORES: EUGENIO PACELLI E DOUGLAS FISCHER -  EDITORA ATLAS JURIDICO- GRUPO GEN.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],
MONITOR 20 POL LG FLATRON E2011 - 8-14,1290004222,1,Falso,0,MONITOR DE LED DE 20' -  COR PRETA -  TELA FORMATO WIDESCREEN PADRAO 16:9 COM BASE PARA COLOCACAO SOBRE UMA MESA -  REGULAGEM DE ALTURA E PERMISSAO PARA GIRO DE 90 GRAUS -  ALIMENTACAO INTERNA 110-220V -  CONEXOES D-SUB E DVI-D PADRAO PLUG & PLAY.,[Cod2Aud:2643 | Obs:000215 -15-02.00],Falso,2,18.08.2023 19:06,04.09.2025 17:42,[6 andar],[Bruno]
MICROFONE TSI MMF 303 -6-10,1290003413,1,Falso,0,MICROFONE TSI MMF 303,[Cod2Aud:0210],Falso,2,18.08.2023 19:06,10.12.2024 16:01,[2 andar],[Sala Conselho Principal]
PALMEIRA ARTIFICIAL KENTIA  - 1-2,1290004840,1,Falso,0,PALMEIRA ARTIFICIAL KENTIA,[Cod2Aud:0000 | Obs:001424 -17-02.00 E 001036 -18-02.00],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Hall 6 andar]
POLTRONA FIXA GIROFLEX PRETA 75-81,1290002902,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
Constituição Federal Comentada - 1ª Edição 2018 - Editora Forense 2/2,1290005463,0,Falso,0,Constituição Federal Comentada - 1ª Edição 2018 - Editora Forense. Processo SEI 000447/23-02.002,,Falso,0,09.12.2024 16:23,09.12.2024 16:23,,
APOIO PES STALO MDF - 7-22,1290004817,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[6 andar],[Expedicao]
MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 9 -17,1290004614,1,Falso,0,MICROCOMPUTADOR COM TECLADO E MOUSE -  GABINETE TIPO DESKTOP MINI BUSINESS -  PLACA DE VIDEO INTEL HD GRAPHICS 630 INTEGRADA -  PROCESSADOR INTEL CORE I5-7500T -  CACHE DE 6MB -  MEMORIA DDR4 (3 - 3 GHZ) -  HD: SSDD 500GB SATA 6 - 0Gb-s -  5400 RPM -  8GB HIBRIDO -  CHIPSET INTEL Q270 -  SISTEMA OPERACIONAL WINDOWS 10 PrO -  INTERFACES: TRASEISA: 4 USB -  2 HDMI -  1 VGA -  1 RJ-45 E 1 ETHERNET -  FRONTAL: 1 MICRO USB -  2 USB -  1 FONE DE OUVIDO E 1 HEADSET -  TECLADO USB PADRAO ABNT2 -  MOUSE USB OPTICO -  INPUT-ENTRADA: 19.5VdC -  CORRENTE: 3.33A -  MODELO: ElItEDEsk 800 G3 MInI 35W -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,1,18.08.2023 19:06,18.08.2023 19:06,,
MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 1 -17,1290004606,1,Falso,0,MICROCOMPUTADOR COM TECLADO E MOUSE -  GABINETE TIPO DESKTOP MINI BUSINESS -  PLACA DE VIDEO INTEL HD GRAPHICS 630 INTEGRADA -  PROCESSADOR INTEL CORE I5-7500T -  CACHE DE 6MB -  MEMORIA DDR4 (3 - 3 GHZ) -  HD: SSDD 500GB SATA 6 - 0Gb-s -  5400 RPM -  8GB HIBRIDO -  CHIPSET INTEL Q270 -  SISTEMA OPERACIONAL WINDOWS 10 PrO -  INTERFACES: TRASEISA: 4 USB -  2 HDMI -  1 VGA -  1 RJ-45 E 1 ETHERNET -  FRONTAL: 1 MICRO USB -  2 USB -  1 FONE DE OUVIDO E 1 HEADSET -  TECLADO USB PADRAO ABNT2 -  MOUSE USB OPTICO -  INPUT-ENTRADA: 19.5VdC -  CORRENTE: 3.33A -  MODELO: ElItEDEsk 800 G3 MInI 35W -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
NO BREAK TS SHARA 4411 ANO 2018 (3-5),1290004737,1,Falso,0,NOBREAK 1400VA -  MARCA TS SHARA -  MODELO 4411 UPS SENOIDAL 1500VA. BIVOLT AUTOMATICO. ENTRADA 110 -127V OU 220V E SAIDA 115V. 08 TOMADAS. TECNOLOGIA LINE INTERACTIVE. SOFTWARE PARA GERENCIAMENTO DE ENERGIA  COMPATIVEL COM WINDOWS E LINUX -  COM ACESSO REMOTO VIA INTERNET. ESTABILIZADOR INTERNO COM 04 ESTAGIOS DE REGULACAO.,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,04.09.2025 18:00,[6 andar],[Cartorio]
ARMARIO ALTO MISTO COM 02 PORTAS  - FORTLINE - 1-2,1290004795,1,Falso,0,ARMARIO ALTO MISTO COM 02 PORTAS -  MARCA FORTLINE -  CONFECCIONADO EM MDP -  DIMENSOES: 800X500X1600MM (LXPXH),[Cod2Aud:0000],Falso,1,18.08.2023 19:07,18.08.2023 19:07,[7 andar],[Sala de Reuniao]
NOBREAK INTELBRAS XNB 1800 VA 120 - 4/6,1290005504,0,Falso,0,NOBREAK INTELBRAS  XNB 1800 VA - POTENCIA 1800VA - 6 TOMADAS DE SAÍDA - VOLTAGEM 120 - FUSÍVEL DE REDE 10A -  2 BATERIAS INTERNAS DO TIPO CHUMBO-ÁCIDO SELADA. PROCESSO SEI 000835/23-02.002,,Falso,2,09.12.2024 17:30,04.09.2025 18:03,[6 andar],[Cartorio]
IMPRESSORA MULTIFUNCIONAL BROTHER DCPT820DW (2-2),1290005447,1,Falso,0,IMPRESSORA MULTIFUNCIONAL TECNOLOGIA DE IMPRESSAO: JATO DE TINTA COLORIDA FUNCOES: IMPRESSAO COPIA E DIGITALIZACAO. BROTHER DCPT820DW,[Obs.:Numero de serie U66055J2H896152 Pwd SL?8KrR0],Falso,3,18.08.2023 19:06,04.09.2025 19:21,[6 andar],[Cartorio]
POLTRONA FIXA GIROFLEX PRETA 59-81,1290002886,1,Falso,0,POLTRONA FIXA -  ENCOSTO MEDIO E ASSENTO REBATIVEIS -  REVESTIDA EM VINIL PRETO -  ACOMPANHA 1 PE PARA MONTAGEM NOS ASSENTOS CENTRAIS -  ESTRUTURA COM ACABAMENTO EM PINTURA PO EPOXI PRETO FOSCO -  TUBO DE ACO -  COM BASE PREPARADA PARA SER FIXADA NO PISO -  PAINEIS REVESTIDOS EM VINIL -  PRANCHETA ESCAMOTEAVEL DO LADO DIREITO EMBUTIDA NO APOIA-BRACO COM ACABAMENTO EM MELAMINA ALTA PRESSAO PRETA -  MARCA: GIROFLEX,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[2 andar],[Plenario Principal]
MAQUINA ENCADERNACAO SPIRAMATIC,1290001657,1,Falso,0,MAQUINA PARA ENCADERNACAO -  MARCA SPIRAMATIC.,[Cod2Aud:3299],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Cartorio]
TELA DE PROJECAO,1290004726,1,Falso,0,TELA DE PROJECAO PORTATIL COM TRIPE 2X2 -  MARCA TELAS TECH -  72 POLEGADAS -  COM CONTROLE REMOTO -  TECIDO MATT WHITE -  RETRATIL -  ESTRUTURA EM ALUMINIO E PINTURA ELETROSTATICA -  COR BRANCA,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Cartorio]
MANUAL DIREITO PENAL PARTE GERAL 2017 - EUGENIO PACELLI E ANDRE CALLEGARI,1290004455,1,Falso,0,MANUAL DE DIREITO PENAL - PARTE GERAL -  ANO 2017 -  3A EDICAO -  AUTORES:EUGENIO PACELLI E ANDRE CALLEGARI -  EDITORA ATLAS - GRUPO GEN.,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Armario 1290003457]
SOFA 03 LUGARES COURO 1998,1290001822,1,Falso,0,SOFA DE 03 LUGARES - CALIFORNIA -  COURO - MANTO DE ACRILICO NO ASSENTO,[Cod2Aud:3340],Falso,2,18.08.2023 19:05,27.08.2025 16:11,[7 andar],[Hall 7 Andar]
MONITOR 20 POL LG FLATRON E2011 - 2-14,1290004156,1,Falso,0,MONITOR LED DE 20' -  COR PRETA -  TELA EM FORMATO WIDESCREEN -  PADRAO 16:9 COM BASE PARA COLOCACAO SOBRE UMA MESA -  REGULAGEM DE ALTURA E PERMISSAO PARA GIRO DE 90 GRAUS -  ALIMENTACAO INTERNA 110-220V -  CONEXOES D-SUB E DVI-D -  PADRAO PLUG E PLAY.,[Cod2Aud:2620],Falso,2,18.08.2023 19:06,18.08.2023 19:06,[6 andar],[Malu]
SSD Lexar NM620 256GB M.2 18/19,1010053090,0,Falso,0,NÃO ACOPLADO,[Acoplamento: | Acoplamento:],Falso,0,26.08.2025 16:47,26.08.2025 16:47,,
ARMARIO FECHADO - 7-8,1290003457,1,Falso,0,ARMARIO FECHADO -  TAMPO EM AGLOMERADO EM LAMINADO MELAMINICO COM 02 PRATELEIRAS INTERNAS -  FECHADURA COM DISPOSITIVO CREMONA ZAMAK -  MEDINDO: 800X490X2140MM,[Cod2Aud:3231],Falso,1,18.08.2023 19:07,04.09.2025 19:15,[6 andar],[Cartorio]
MESA REUNIAO REDONDA COR CARVALHO GRIS,1290003761,1,Falso,0,MESA DE REUNIAO REDONDA COM DIAMETRO DE 1200 MM -  EM MDP COM LAMINADO BP -  NA COR CARVALHO GRIS (MR12).,[Cod2Aud:3167],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Sala Conselho Principal]
MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 17 -17,1290004622,1,Falso,0,MICROCOMPUTADOR COM TECLADO E MOUSE -  GABINETE TIPO DESKTOP MINI BUSINESS -  PLACA DE VIDEO INTEL HD GRAPHICS 630 INTEGRADA -  PROCESSADOR INTEL CORE I5-7500T -  CACHE DE 6MB -  MEMORIA DDR4 (3 - 3 GHZ) -  HD: SSDD 500GB SATA 6 - 0Gb-s -  5400 RPM -  8GB HIBRIDO -  CHIPSET INTEL Q270 -  SISTEMA OPERACIONAL WINDOWS 10 PrO -  INTERFACES: TRASEISA: 4 USB -  2 HDMI -  1 VGA -  1 RJ-45 E 1 ETHERNET -  FRONTAL: 1 MICRO USB -  2 USB -  1 FONE DE OUVIDO E 1 HEADSET -  TECLADO USB PADRAO ABNT2 -  MOUSE USB OPTICO -  INPUT-ENTRADA: 19.5VdC -  CORRENTE: 3.33A -  MODELO: ElItEDEsk 800 G3 MInI 35W -  MARCA: HP. (GARANTIA: 48 (QUARENTA E OITO) MESES ON SITE A CONTAR DE 28 -12-2017).,[Cod2Aud:0000],Falso,2,18.08.2023 19:06,04.09.2025 18:07,[6 andar],[Cartorio]
TELEFONE AVAYA - 12-21,1290003862,1,Falso,0,APARELHO TELEFONICO IP DESKPHONE DO SISTEMA DE TELEFONIA IP -  MODELO: 9611G -  MARCA: AVAYA. (GARANTIA: 36 (TRINTA E SEIS) MESES A CONTAR DE 11-09-2012).,[Cod2Aud:3331],Falso,2,18.08.2023 19:05,28.08.2025 17:09,[6 andar],[Paula]
NOBREAK INTELBRAS XNB 1800 VA 120 - 3/6,1290005503,0,Falso,0,NOBREAK INTELBRAS  XNB 1800 VA - POTENCIA 1800VA - 6 TOMADAS DE SAÍDA - VOLTAGEM 120 - FUSÍVEL DE REDE 10A -  2 BATERIAS INTERNAS DO TIPO CHUMBO-ÁCIDO SELADA. PROCESSO SEI 000835/23-02.002,,Falso,1,09.12.2024 17:30,28.08.2025 18:11,[6 andar],[Juiz Substituto]
MONITOR HP HP L190hb - 1-6,1290003095,1,Falso,0,MONITOR DE VIDEO COM TECNOLOGIA LCD -  TELA COM 19 POLEGADAS TFT DE MATRIZ ATIVA -  COLORIDO -  CAPACIDADE PLUG & PLAY -  ANGULO DE VISAO HORIZONTAL DE 160? -  ANGULO DE VISAO VERTICAL DE 150? -  DOT PITCH DE 0 - 3MM -  SUPORTE DE RESOLUCAO DE 1360x768 -  TEMPO DE RESPOSTA MAXIMA DE 8MS -  BRILHO DE NO MINIMO DE 250 CD-M2 -  POSSUI INTERFACE DE CONEXAO TIPO VGA-DVI -  POSSUI AJUSTE DE ALTURA NO MONITOR -  TENSAO: 100-240V -  FREQUENCIA: 50-60HZ -  CORRENTE: 0.8A -  MODELO: HP L190hb -  MARCA: HP. (GARANTIA: 36 (TRINTA E SEIS) MESES ON SITE A CONTAR DE 24-02-2011).,[Cod2Aud:3170],Falso,2,18.08.2023 19:06,22.08.2023 17:50,[6 andar],[Cartorio]
SSD Lexar NM620 256GB M.2 5/19,1010053056,0,Falso,0,Acoplado no MICROCOMPUTADOR HP ElItEDESk 800 G3 MInI - 3 -17,[Acoplamento:1290004608],Falso,0,26.08.2025 16:35,26.08.2025 16:35,,
NO BREAK TS SHARA 4411 ANO 2018 (2-5),1290004736,1,Falso,0,NOBREAK 1400VA -  MARCA TS SHARA -  MODELO 4411 UPS SENOIDAL 1500VA. BIVOLT AUTOMATICO. ENTRADA 110 -127V OU 220V E SAIDA 115V. 08 TOMADAS. TECNOLOGIA LINE INTERACTIVE. SOFTWARE PARA GERENCIAMENTO DE ENERGIA  COMPATIVEL COM WINDOWS E LINUX -  COM ACESSO REMOTO VIA INTERNET. ESTABILIZADOR INTERNO COM 04 ESTAGIOS DE REGULACAO.,[Cod2Aud:0000],Falso,2,18.08.2023 19:05,04.09.2025 18:00,[6 andar],[Cartorio]
MESA DELTA TAMPO UNICO 8 -16,1290003015,1,Falso,0,MESA DELTA TAMPO UNICO -  25MM -  ESPESSURA EM LAMINADO MELAMINICO -  BAIXA PRESSAO COM CALHA PARA FIACAO -  PAINEL FRONTAL DE 18MM -  MEDINDO: 1400X1400X600X600X740MM -  COR MADEIRA -  MARCA: PONTOCOM.,[Cod2Aud:3291],Falso,1,18.08.2023 19:06,04.09.2025 17:38,[6 andar],[Cartorio]
ARRANJO ORQUIDEA PINK -8-10,1290004783,1,Falso,0,ARRANJO DE ORQUIDEA EM SILICONE COR PINK,[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[7 andar],[Administracao]
LEITOR BEMATECH - 3-5,1290004405,1,Falso,0,LEITOR DE CODIGO DE BARRAS -  PORTATIL -  TECNOLOGIA: LINEAR CCD 2500 PIXEL -  FONTE DE LUZ: LED VERMELHO 625NM -  VELOCIDADE DE LEITURA: 150 LEITURAS POR SEGUNDO -  PROFUNDIDADE DO CAMPO (DIST?NCIA DE LEITURA): 0 A 90MM -  RESOLUCAO: 3 MIL -  CONTRASTE DE IMPRESSAO: 25% @ UPC-EAN 100% -  INDICADORES SONOROS: SINAL SONORO COM AJUSTE DE VOLUME E TEMPO -  INDICADORES DE LED: AZUL E VERMELHO -  INTERFACES: USB -  MODELO: BR-400 -  MARCA: bEmAtECh. (GARANTIA: 12 (DOZE) MESES A CONTAR DE 28-03-2016).,[Cod2Aud:2676],Falso,0,18.08.2023 19:06,18.08.2023 19:06,,
MESA AUXILIAR PRIMA GAVETEIRO FIXO,1290004741,1,Falso,0,MESA AUXILIAR PRIMA -  COM UM GAVETEIRO FIXO -  COR CASTANHO VELASQUEZ -  TAMPO DE 25MM -  MEDINDO 0 - 74X1 - 00X0 - 60 (AXLXP),[Cod2Aud:0000],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[7 andar],[MPM]
APOIO PES STALO MDF - 13-22,1290004823,1,Falso,0,APOIO ERGONOMICO PARA OS PES -  MARCA STALO -  FABRICADO EM MDF -  ANTIDERRAPANTE -  PRETO,[Cod2Aud:0000],Falso,1,18.08.2023 19:07,04.09.2025 18:35,[6 andar],[Cartorio]
SUPORTE MONITOR STALO - 13-22,1290004693,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,[6 andar],
SUPORTE MONITOR STALO - 7-22,1290004687,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Jefferson]
POLTRONA GIRATORIA MARROM COM RELAX - 9-20,1290004482,1,Falso,0,POLTRONA GIRATORIA COM RELAX TRAVA APOIA BRACOS E ENCOSTO REGULAVEIS E ESPALDAR DIRETOR -  EM COURO ECOLOGICO MARROM -  MODELO CAVALETTI START. BASE GIRATORIA DESMONTAVEL COM ARANHA DE 5 HASTES,[Cod2Aud:1454],Falso,1,18.08.2023 19:05,18.08.2023 19:05,[6 andar],[Doni]
SUPORTE MONITOR STALO - 16-22,1290004696,1,Falso,0,SUPORTE PARA MONITOR TRIPLO 9768 -  MARCA STALO,[Cod2Aud:0000],Falso,0,18.08.2023 19:05,18.08.2023 19:05,,
CADEIRA GIRATORIA ENERGY COURO ECO - 10-14,1290003711,1,Falso,0,CADEIRA GIRATORIA -  ESPALDAR ALTO MODELO ENERGY EM COURO ECOLOGICO PRETO COM BRACO REGULAVEL (ENERGY ALTO 404I).,[Cod2Aud:3133],Falso,0,18.08.2023 19:06,18.08.2023 19:06,[2 andar],[Plenario Principal]
ANTERNAS PLASMATIC 4MDTV - 2-2,1290003509,1,Falso,0,ANTERNAS INTERNAS AMPLIFICADAS PLASMATIC -  MODELO: 4MDTV.,[Cod2Aud:3345],Falso,0,18.08.2023 19:07,18.08.2023 19:07,[6 andar],
